fold,iteration,loss
2,42,0.1898835450410843
2,43,0.18551023304462433
2,44,0.17991608381271362
2,45,0.17568546533584595
2,46,0.17202824354171753
2,47,0.1710551679134369
2,48,0.1687507927417755
2,49,0.1636432409286499
3,0,0.6320719122886658
3,1,0.3514047861099243
3,2,0.28710058331489563
3,3,0.25874611735343933
3,4,0.25595831871032715
3,5,0.253200501203537
3,6,0.2525009512901306
3,7,0.2512093186378479
3,8,0.24943166971206665
3,9,0.24776612222194672
3,10,0.24686342477798462
3,11,0.24722088873386383
3,12,0.24701455235481262
3,13,0.2430921196937561
3,14,0.2404414862394333
3,15,0.24137626588344574
3,16,0.2371567040681839
3,17,0.238361656665802
3,18,0.23136425018310547
3,19,0.22549152374267578
3,20,0.21973688900470734
3,21,0.21978241205215454
3,22,0.2147487998008728
3,23,0.20936208963394165
3,24,0.2017364203929901
3,25,0.19047555327415466
3,26,0.182478129863739
3,27,0.1748638153076172
3,28,0.18346203863620758
3,29,0.19537431001663208
3,30,0.19904297590255737
3,31,0.18265356123447418
3,32,0.17520935833454132
3,33,0.17074085772037506
3,34,0.1704360544681549
3,35,0.16743479669094086
3,36,0.1649656593799591
3,37,0.16558830440044403
3,38,0.16166017949581146
3,39,0.15762630105018616
3,40,0.15591460466384888
3,41,0.15032842755317688
3,42,0.1511073261499405
3,43,0.14605563879013062
3,44,0.14431248605251312
3,45,0.1418575644493103
3,46,0.13977904617786407
3,47,0.14184066653251648
3,48,0.1373409628868103
3,49,0.1380825638771057
4,0,0.6590378284454346
4,1,0.38069450855255127
4,2,0.2805688977241516
4,3,0.2660360336303711
4,4,0.26963797211647034
4,5,0.2616247236728668
4,6,0.26130831241607666
4,7,0.259097158908844
4,8,0.2560270428657532
4,9,0.25661128759384155
4,10,0.25465524196624756
4,11,0.25310033559799194
4,12,0.25158482789993286
4,13,0.25673946738243103
4,14,0.24732083082199097
4,15,0.24580472707748413
4,16,0.24744956195354462
4,17,0.24071645736694336
4,18,0.2334950715303421
4,19,0.2223171442747116
4,20,0.21851256489753723
4,21,0.20554839074611664
4,22,0.19283370673656464
4,23,0.18676406145095825
4,24,0.18145492672920227
4,25,0.176250621676445
4,26,0.1713256537914276
4,27,0.16669146716594696
4,28,0.16736170649528503
4,29,0.16694645583629608
4,30,0.16688396036624908
4,31,0.17110353708267212
4,32,0.16098402440547943
4,33,0.15879207849502563
4,34,0.1557043194770813
4,35,0.1550530642271042
4,36,0.14899148046970367
4,37,0.1462383270263672
4,38,0.14263786375522614
4,39,0.1397733837366104
4,40,0.13597899675369263
4,41,0.1335521936416626
4,42,0.1306816190481186
4,43,0.13051724433898926
4,44,0.13081221282482147
4,45,0.13084086775779724
4,46,0.13104970753192902
4,47,0.1290227770805359
4,48,0.12769505381584167
4,49,0.12623624503612518
5,0,0.6304816007614136
5,1,0.3488945960998535
5,2,0.27293553948402405
5,3,0.2664109766483307
5,4,0.2554333508014679
5,5,0.2558862864971161
5,6,0.25381386280059814
5,7,0.24959653615951538
5,8,0.24826659262180328
5,9,0.24982717633247375
5,10,0.24969559907913208
5,11,0.2428550124168396
5,12,0.25836431980133057
5,13,0.2447226345539093
5,14,0.2490730881690979
5,15,0.24516871571540833
5,16,0.24718767404556274
5,17,0.24379390478134155
5,18,0.2427062690258026
5,19,0.23713132739067078
5,20,0.23521041870117188
5,21,0.23090294003486633
5,22,0.21643206477165222
5,23,0.20673833787441254
5,24,0.19655323028564453
5,25,0.18999958038330078
5,26,0.1837957501411438
5,27,0.18154585361480713
5,28,0.17876362800598145
5,29,0.17102256417274475
5,30,0.16520315408706665
5,31,0.16022685170173645
5,32,0.15881258249282837
5,33,0.1589801013469696
5,34,0.15333205461502075
5,35,0.1473596692085266
5,36,0.14420774579048157
5,37,0.1397859901189804
5,38,0.13714508712291718
5,39,0.14181166887283325
5,40,0.1425197422504425
5,41,0.13666170835494995
5,42,0.1406192183494568
5,43,0.136230930685997
5,44,0.13490648567676544
5,45,0.12632440030574799
5,46,0.12015759944915771
5,47,0.11883854866027832
5,48,0.11815688014030457
5,49,0.11666962504386902
