MSE,SSIM,PixelCorr,PSNR,fold,sample
0.004915634817301762,0.9458134155434245,0.9887351669456893,23.084203883408456,1,1
0.2870712866470897,0.17391981255269826,0.3861703697398724,5.420102441957365,1,2
0.07973169805783571,0.6494708694427697,0.6580186641960486,10.983689865739565,1,3
0.01043032655393752,0.9408940121162036,0.9765290368358377,19.81702094415941,1,4
0.16730714501823427,0.2533375708008394,0.4622687037862249,7.764855116632358,1,5
0.11266960730022062,0.5363364481512021,0.7499727150193637,9.481932193746138,1,6
0.11223157507753172,0.6650363751774648,0.7811361506508636,9.498849420747321,1,7
0.05354800856472103,0.8273055909340047,0.8894080306511332,12.712566758206345,1,8
0.1250183747180621,0.6696636433615003,0.7521077021694732,9.030261513743874,1,9
0.23557202866701496,0.203952536549513,0.4750136690672604,6.2787627804767085,1,10
0.05311810077346405,0.6721039903784883,0.7728031874685555,12.747574614704222,1,11
0.00842562919831065,0.9488779284860477,0.9662196382172137,20.743976575603504,1,12
0.2218546555023515,0.1681776432583188,0.44195570503732773,6.539314534122999,2,1
0.2959688706994115,0.22589176706386613,0.44336285015780963,5.287539645978492,2,2
0.13020166774873196,0.2867680389869568,0.6273158152359699,8.853834528689578,2,3
0.29741842296017423,-0.005173106318011613,0.2906933138132086,5.266321335203974,2,4
0.3692842708583698,0.21558078605250522,0.3181552473970897,4.3263919011477565,2,5
0.10400999173052952,0.6025197443239388,0.7745834575055185,9.82924938153174,2,6
0.078311587620613,0.7699548968321774,0.8454486578869944,11.061739714369242,2,7
0.009500418202865334,0.9611283881851465,0.9808496803258555,20.2225727690071,2,8
0.148311288781406,0.693142272416533,0.7185570807129447,8.288257911908804,2,9
0.11335239511220348,0.529333802250364,0.6032873795546303,9.455692988897002,2,10
0.04268571078878678,0.7236825415244938,0.8066178778014604,13.697174824494587,2,11
0.29531885794350116,0.13210141456781954,0.40043236084538536,5.2970881974908,2,12
0.11748132351834152,0.4032007583548674,0.7036939824400945,9.300311694570802,3,1
0.39822287670508866,-0.050511851968231214,0.19564026526941344,3.998737946817779,3,2
0.027875919671264883,0.7061851215293422,0.8918758359823729,15.547707956364512,3,3
0.1852942503079269,0.564353348650731,0.6196758894508456,7.3213805665671785,3,4
0.060664160638502294,0.5377394342313725,0.815287086329764,12.170678070095796,3,5
0.13924970258639122,0.599701884760683,0.7013948792325371,8.562057237321659,3,6
0.0471786904542033,0.8814443243159489,0.9083362098079694,13.262541180584432,3,7
0.02229413911981501,0.9017097054680517,0.9542924385345357,16.518092931162293,3,8
0.021899960861755396,0.9025456925069005,0.9553238298052309,16.595566613032084,3,9
0.2949318339841607,0.21185735552688728,0.379003362648342,5.302783485824818,3,10
0.039884530752892985,0.7191946949610516,0.8166677204315776,13.991955131182811,3,11
0.02657526563781213,0.8950688833724861,0.8978796554594279,15.755223857149417,3,12
0.11734212235262102,0.4702807870378308,0.7103947213574595,9.305460610174514,4,1
0.2844258781922686,0.16609601281860636,0.38679059348095046,5.460308923135262,4,2
0.0485596423680297,0.7292943800443654,0.791956894152079,13.137245204122717,4,3
0.044261904845510056,0.819105944788653,0.8959625706297474,13.53969899805673,4,4
0.14213555070855768,0.28019166568876575,0.5298777888832815,8.472972834691157,4,5
0.03451955955389399,0.8592623322432446,0.9214381172240431,14.61934754223738,4,6
0.04855125676254493,0.8618040275413635,0.9059502488465158,13.137995237791667,4,7
0.005966565871876474,0.969490626011013,0.9880639962515094,22.242755603304282,4,8
0.09756651556285992,0.6772478435896645,0.7966364429658015,10.106992048885385,4,9
0.18954351231189803,0.2965393668527253,0.5192004002355455,7.222910759980965,4,10
0.07837831886084286,0.4217780256179864,0.6594983634566988,11.058040559547429,4,11
0.03665687319532852,0.8365504053875434,0.8451576414506947,14.358445827979542,4,12
0.012272445588941012,0.8988352825163771,0.974155401011664,19.110688847098658,5,1
0.015586560452438558,0.8857717534049976,0.9681907271777886,18.072497117087096,5,2
0.017558957844009637,0.8650706547172873,0.9256229099016886,17.555012638300884,5,3
0.05793022852358708,0.7492119261363813,0.8589768753010851,12.370947582895308,5,4
0.17675165213618843,0.21783800767678657,0.4320302063263002,7.526365180669803,5,5
0.0847263256268177,0.6990464287848512,0.7999013718574164,10.719816274724883,5,6
0.06399994710868982,0.8129198260235885,0.864950388531586,11.93820384928826,5,7
0.05376976393620441,0.8425160085797803,0.8919028991729867,12.694618701888443,5,8
0.01899014913983218,0.9032387941583129,0.9616996234651962,17.214716245019606,5,9
0.06710873394492724,0.5425038317766265,0.7521765419588899,11.73220954387678,5,10
0.10443575829238293,0.32716901142569293,0.6229103210728724,9.811507755662642,5,11
0.15133930862731276,0.23457612329597516,0.5468089693473142,8.200482543781574,5,12
