Metric,Mean,Std,Min,Max
MSE,0.036880966275930405,0.014537463895976543,0.015597586520016193,0.07181207090616226
SSIM,0.6500809913788941,0.17981978302345236,0.25654819835800247,0.8557354695864083
PixelCorr,0.7943235039710999,0.08875901997089386,0.5781181454658508,0.9131019115447998
PSNR,14.676963133098177,1.758830375864885,11.438025638647032,18.069425849661393
FID_like,0.0039777918718755245,0.005736910738050938,7.833221752662212e-05,0.022756334394216537
CLIP_like,0.8277023434638977,0.0717608779668808,0.644161581993103,0.9281870126724243
