MSE,SSIM,PixelCorr,PSNR,fold,sample
0.06061341735331567,0.3477164999363099,0.5897900530412368,12.174312300000631,1,1
0.06868811469053936,0.3111460898355651,0.6244767333218972,11.631184037099253,1,2
0.07565395127558212,0.19589823836444833,0.45688132438348483,11.211683845956033,1,3
0.07234596392497346,0.23940928346110765,0.6402686863282648,11.405856925201476,1,4
0.0498498830372099,0.2760967975400415,0.503827158169614,13.023358563363558,1,5
0.036474055255918604,0.5448603395484234,0.7168158422174893,14.380159483023665,1,6
0.03567384023455121,0.6291938568529152,0.8469950247088354,14.476501370058033,1,7
0.06376628101153058,0.2584475010421143,0.6709759685022201,11.954089112747608,1,8
0.025723423736187995,0.6359419433893357,0.8205189605091627,15.896712281748297,1,9
0.057429766663981446,0.3914113870692249,0.69072935209256,12.408629482452335,1,10
0.02908502277784558,0.6080752370460777,0.8290685024316702,15.363305917491006,2,1
0.06415022558616516,0.4817920636483033,0.6635138703205763,11.9280181207698,2,2
0.07472518959623986,0.3583196280229188,0.5984445879780242,11.265329743750476,2,3
0.06097062276487852,0.427237338047926,0.7051508168977929,12.148793689936781,2,4
0.04480958560178128,0.5601045750606791,0.7317708179200992,13.4862907241572,2,5
0.05026440753674783,0.4746511773361915,0.6174623868278725,12.987394320792562,2,6
0.029548422188385305,0.6712364043774899,0.8636990974754979,15.294657043993869,2,7
0.044346567551270234,0.5546799398985622,0.7867153019791386,13.531399891632923,2,8
0.018560308878097464,0.7382963702173072,0.8723156813210282,17.31414800588218,2,9
0.029431406195448078,0.7327335526276051,0.8614484059388139,15.311889873623654,2,10
0.05557213118346476,0.5227394435662499,0.7274811579278488,12.551429477625627,3,1
0.051937532735355,0.5633513538171931,0.7754199037754763,12.845186851432063,3,2
0.09297595547178482,0.36168730107697566,0.5629894364658099,10.316293498983622,3,3
0.06549498063086953,0.4277153362268447,0.6880444989217651,11.837919819600378,3,4
0.08428299461298099,0.3728454070315916,0.6076152206726262,10.742600421101127,3,5
0.0458027275746447,0.5777068127475833,0.7228498292631906,13.39108658778978,3,6
0.04362852067024319,0.6229595290787984,0.7750786457875884,13.602295125607924,3,7
0.05753587472791729,0.5681676012554667,0.7227328523093877,12.400612798653626,3,8
0.02743319781196256,0.7612125344390689,0.8341802056047996,15.617235649385792,3,9
0.030809399871220725,0.7531682069681612,0.8660481115257519,15.113167611168683,3,10
0.035223050227662464,0.566756031777673,0.788344600681003,14.531730379291341,4,1
0.07094731119979353,0.3806101027366371,0.6103743653556537,11.490640590256756,4,2
0.07819348495478573,0.3429806444494834,0.5806265531996171,11.068294306493183,4,3
0.08646000695894246,0.2968545574834791,0.5452826118009575,10.631847338471253,4,4
0.05398360459358803,0.41054250074035203,0.6055039661761035,12.6773812009741,4,5
0.035732995349803835,0.5674601994273383,0.7243761428119189,14.469305771542178,4,6
0.0386318070244769,0.5886702578536341,0.80677212121682,14.130549770116794,4,7
0.05362977288040388,0.5030623489494381,0.7207105011167417,12.705940422499877,4,8
0.01997217711399709,0.7020776938980884,0.8616953613275884,16.995745912605017,4,9
0.027299798595928973,0.697356293441388,0.8624025536796476,15.638405569518934,4,10
0.02345967035282846,0.7494882642953418,0.8744817531425102,16.296780947334227,5,1
0.03315841811115185,0.6778305193682563,0.838281071179957,14.79406196516968,5,2
0.0576466827756142,0.4397207181887511,0.6495248352167238,12.392256787195976,5,3
0.08490901942028924,0.24130994078326362,0.5648397635684721,10.710461745804407,5,4
0.03414144385284775,0.5949302104466422,0.7365146740753389,14.667181163769666,5,5
0.03155899131251048,0.6910981263273611,0.7621900500590997,15.008768861473873,5,6
0.022519981704721134,0.7529315667473211,0.9036095284276606,16.47431966642267,5,7
0.030429852411980818,0.6918966995325124,0.8572477059767581,15.167001540111318,5,8
0.03585274702179897,0.6491512101234879,0.7513825507647538,14.454775632680473,5,9
0.03912770993122626,0.6357046653426573,0.7969129174163194,14.075155697669919,5,10
