MSE_mean,MSE_std,SSIM_mean,SSIM_std,PixelCorr_mean,PixelCorr_std,PSNR_mean,PSNR_std,loss_mean,loss_std
0.04880924593890891,0.006151924563288918,0.5229846860288718,0.07774716863780047,0.7242876412362633,0.040229991462429095,13.479842956888632,0.5998673868860978,0.15365009009838104,0.038358575532982934
