MSE,SSIM,PixelCorr,PSNR,fold
0.05462186971837903,0.3830121937039486,0.6561279103274764,12.85624874016509,1
0.04458917586768593,0.5607126286283061,0.7529589469090514,13.863122733203046,2
0.05554733152904436,0.5531553526207933,0.7282439862254245,12.84178278413486,3
0.05000740088993829,0.5056370630757512,0.7106088777366051,13.433984126176943,4
0.03928045168949692,0.6124061921155595,0.7734984849827594,14.404076400763222,5
