MSE_mean,MSE_std,SSIM_mean,SSIM_std,PixelCorr_mean,PixelCorr_std,PSNR_mean,PSNR_std,loss_mean,loss_std
0.11150312898980645,0.03550518364108584,0.5904774800077796,0.07693745675006855,0.7249827938412159,0.06471118995824389,11.560420849047365,1.3754680284509617,0.017410440761523205,0.019303198881979504
