MSE,SSIM,PixelCorr,PSNR,fold
0.10416995128281036,0.6238926827911797,0.7381985862289614,12.296983009093772,1
0.17551817816241203,0.4419256824286757,0.6042716188561829,9.010431477736837,2
0.1151293878531796,0.6060407793091743,0.7365892629493426,11.527253055889465,3
0.09399230838218599,0.6156367848018135,0.7459106482445274,11.888514512492252,4
0.06870581926844432,0.6648914707080548,0.7999438529270657,13.078922190024493,5
